POT Value 1,POT Value 2,Gesture,Iteration
45018,30039,flex,8
44474,28598,flex,8
44138,29383,flex,8
44570,29863,flex,8
44506,29383,flex,8
44426,31511,flex,8
44282,30695,flex,8
44698,30071,flex,8
44202,30359,flex,8
44186,29879,flex,8
45002,30023,flex,8
44682,30183,flex,8
44746,30103,flex,8
44266,30439,flex,8
44778,29447,flex,8
44042,30183,flex,8
44874,31175,flex,8
44682,29943,flex,8
44714,30199,flex,8
44298,30375,flex,8
44394,30215,flex,8
44810,29863,flex,8
44682,30231,flex,8
44458,30407,flex,8
44858,31255,flex,8
44490,30103,flex,8
44458,30039,flex,8
44986,29991,flex,8
44378,30167,flex,8
43978,28422,flex,8
44714,30935,flex,8
44714,30823,flex,8
44170,30535,flex,8
44650,29831,flex,8
44938,29207,flex,8
44506,30503,flex,8
44298,31591,flex,8
44618,29239,flex,8
44762,31255,flex,8
43962,31335,flex,8
44890,31207,flex,8
44474,31127,flex,8
44554,30375,flex,8
44778,26166,flex,8
44410,29895,flex,8
44154,30775,flex,8
44986,30647,flex,8
45002,31175,flex,8
43818,30519,flex,8
44634,31047,flex,8
44842,30151,flex,8
44442,30119,flex,8
44394,29879,flex,8
44634,29639,flex,8
44874,30983,flex,8
44442,30103,flex,8
44394,29703,flex,8
44506,29639,flex,8
44826,31335,flex,8
44730,31943,flex,8
44650,29879,flex,8
44698,29383,flex,8
44714,30119,flex,8
44330,30663,flex,8
44522,29479,flex,8
44058,30359,flex,8
44714,30903,flex,8
44266,29783,flex,8
44970,29703,flex,8
44698,31687,flex,8
44586,30615,flex,8
44074,28022,flex,8
45083,30519,flex,8
44682,30023,flex,8
44554,30471,flex,8
44890,29991,flex,8
44602,31159,flex,8
44106,29463,flex,8
44538,30471,flex,8
44554,30199,flex,8
44810,29863,flex,8
44906,30135,flex,8
44234,29847,flex,8
44138,30103,flex,8
44442,31303,flex,8
43962,30151,flex,8
44826,30231,flex,8
44810,30311,flex,8
44218,30663,flex,8
44490,29575,flex,8
44778,29703,flex,8
44618,29479,flex,8
44346,32215,flex,8
44810,29719,flex,8
44730,30439,flex,8
44554,28374,flex,8
44554,31047,flex,8
44778,30039,flex,8
44522,30055,flex,8
44554,30535,flex,8
44362,29671,flex,8
44730,30375,flex,8
44938,31559,flex,8
44538,30551,flex,8
44618,31063,flex,8
44762,30759,flex,8
44314,27286,flex,8
44506,29655,flex,8
44554,31879,flex,8
44778,28454,flex,8
44122,30823,flex,8
44890,30775,flex,8
44842,30695,flex,8
45083,30279,flex,8
44202,28983,flex,8
44634,28919,flex,8
44922,31175,flex,8
44330,30535,flex,8
44266,30103,flex,8
44698,29255,flex,8
44586,30871,flex,8
44138,30887,flex,8
44602,29847,flex,8
44090,29335,flex,8
44890,29719,flex,8
44442,31047,flex,8
44634,31527,flex,8
44458,28999,flex,8
44458,29991,flex,8
44090,30119,flex,8
44618,29799,flex,8
44698,30279,flex,8
44314,29671,flex,8
44810,30567,flex,8
44314,31415,flex,8
44682,30871,flex,8
44330,27478,flex,8
44586,30471,flex,8
44058,31175,flex,8
44634,31687,flex,8
44714,29207,flex,8
44250,29767,flex,8
44042,29287,flex,8
44458,31655,flex,8
44602,29527,flex,8
44250,30631,flex,9
44042,30007,flex,9
44762,30519,flex,9
44810,30007,flex,9
44634,30791,flex,9
44538,29863,flex,9
44714,29975,flex,9
44442,29735,flex,9
44682,30375,flex,9
44634,30263,flex,9
44282,30407,flex,9
44090,30103,flex,9
45147,30791,flex,9
44330,30391,flex,9
44682,29719,flex,9
44570,30359,flex,9
44138,30343,flex,9
44506,30039,flex,9
44234,30167,flex,9
44490,30359,flex,9
44538,29991,flex,9
45018,30663,flex,9
44570,30055,flex,9
44426,30087,flex,9
43914,29783,flex,9
44330,30935,flex,9
44506,29911,flex,9
44234,30215,flex,9
44698,30519,flex,9
44698,30215,flex,9
44506,29911,flex,9
44298,30519,flex,9
44282,30375,flex,9
44218,29719,flex,9
44954,30615,flex,9
44634,29991,flex,9
44714,30215,flex,9
44218,30167,flex,9
44378,30775,flex,9
44890,30391,flex,9
44442,30231,flex,9
44938,30231,flex,9
44186,29799,flex,9
44890,30647,flex,9
44634,29959,flex,9
45002,30279,flex,9
44730,30343,flex,9
44810,30375,flex,9
44778,29815,flex,9
44442,30311,flex,9
44538,29991,flex,9
43930,31415,flex,9
44938,29783,flex,9
44586,28903,flex,9
44234,30551,flex,9
44378,30407,flex,9
44986,30775,flex,9
44122,29831,flex,9
44186,30951,flex,9
44874,30391,flex,9
44554,29959,flex,9
43930,30103,flex,9
45002,30935,flex,9
44602,29767,flex,9
44794,30487,flex,9
44746,30231,flex,9
44394,30375,flex,9
44618,29911,flex,9
44730,30391,flex,9
44298,30375,flex,9
44346,30055,flex,9
44954,30807,flex,9
44810,29783,flex,9
44826,30407,flex,9
44106,30295,flex,9
44634,30039,flex,9
44458,30215,flex,9
44970,30503,flex,9
44618,29751,flex,9
44586,30039,flex,9
44394,30023,flex,9
45002,30663,flex,9
44698,29543,flex,9
44586,29719,flex,9
44458,30087,flex,9
44810,30935,flex,9
44634,28246,flex,9
44906,30759,flex,9
45018,30599,flex,9
44570,30055,flex,9
44714,30439,flex,9
44122,30583,flex,9
44170,30247,flex,9
44682,30423,flex,9
44458,29703,flex,9
44634,30535,flex,9
44570,30183,flex,9
44282,30055,flex,9
44618,29783,flex,9
44746,30631,flex,9
44522,29863,flex,9
44442,30263,flex,9
44778,31079,flex,9
44650,29895,flex,9
44714,29351,flex,9
44698,30919,flex,9
44778,30663,flex,9
44378,30055,flex,9
44682,30631,flex,9
44794,30103,flex,9
44714,30135,flex,9
44474,30039,flex,9
44698,30471,flex,9
44378,29863,flex,9
44842,30007,flex,9
44746,30551,flex,9
44490,30231,flex,9
43946,29735,flex,9
44842,30535,flex,9
44218,29975,flex,9
44618,30695,flex,9
44906,28743,flex,9
44362,29975,flex,9
44474,30551,flex,9
44842,30423,flex,9
44730,30663,flex,9
44490,29959,flex,9
44234,30359,flex,9
44858,30599,flex,9
44810,30295,flex,9
44634,29911,flex,9
44874,30855,flex,9
44090,30391,flex,9
44202,29927,flex,9
44986,30391,flex,9
44682,30359,flex,9
44458,30135,flex,9
44762,30951,flex,9
44826,29991,flex,9
44122,30039,flex,9
44858,30247,flex,9
44634,30055,flex,9
44842,30311,flex,9
44586,30231,flex,9
44650,30455,flex,9
44266,29655,flex,9
44618,30727,flex,9
44650,30087,flex,9
44058,29895,flex,9
44650,30663,flex,9
44010,29943,flex,9
44906,30135,flex,9
44570,30311,flex,9
45002,30599,flex,9
44602,29447,flex,9
44314,30871,flex,9
44570,30503,flex,9
44010,30391,flex,9
44938,29687,flex,9
44554,29527,flex,9
44586,30567,flex,9
44762,30599,flex,9
44730,30695,flex,9
43882,29975,flex,9
44842,30535,flex,9
44650,30167,flex,9
44234,30391,flex,9
44698,29943,flex,9
44938,29879,flex,9
44730,29959,flex,9
44554,30775,flex,9
44810,30135,flex,9
44890,30599,flex,9
44570,29863,flex,9
44650,29895,flex,9
44746,30359,flex,9
44602,29239,flex,9
44602,30839,flex,9
44746,30503,flex,9
44938,30311,flex,9
44394,30343,flex,9
44698,30359,flex,9
44298,29815,flex,9
45067,30551,flex,9
44778,30167,flex,9
44682,30231,flex,9
44602,29863,flex,9
44794,31015,flex,9
44202,30167,flex,9
44314,28807,flex,9
44250,30663,flex,9
44234,30487,flex,9
44122,30183,flex,9
44650,30775,flex,9
44810,30535,flex,9
44474,30007,flex,9
45018,30295,flex,9
44346,30151,flex,9
44618,30151,flex,9
44442,30279,flex,9
44698,30743,flex,9
44442,30023,flex,9
44074,30695,flex,9
45034,30311,flex,9
44042,29879,flex,9
44698,30599,flex,9
44170,30871,flex,9
44682,30743,flex,9
44618,27718,flex,9
44858,30743,flex,9
44282,29831,flex,9
44842,29735,flex,9
44906,29959,flex,9
44874,31799,flex,9
43850,30135,flex,9
44266,30823,flex,9
44698,29655,flex,9
44586,30007,flex,9
44250,30359,flex,9
44266,30407,flex,9
44122,30231,flex,9
44810,30471,flex,9
44378,30183,flex,9
44378,30023,flex,9
44442,30407,flex,9
44202,30407,flex,9
44650,30519,flex,9
44570,30119,flex,9
44218,30503,flex,9
44346,30087,flex,9
44826,30407,flex,9
44554,30359,flex,9
44506,30263,flex,9
44426,29959,flex,9
44970,30471,flex,9
44490,30359,flex,9
44570,29687,flex,9
44618,30615,flex,9
44618,30631,flex,9
44362,30231,flex,9
44842,30167,flex,9
44682,30567,flex,9
44522,29943,flex,9
45002,30567,flex,9
44170,30679,flex,9
44826,30551,flex,9
44122,29703,flex,9
44682,30519,flex,9
44074,30215,flex,9
44618,30823,flex,9
44330,30359,flex,9
44602,30087,flex,9
44010,29879,flex,9
44634,30903,flex,9
44618,29975,flex,9
45002,30663,flex,9
44858,30151,flex,9
44266,30135,flex,9
44522,30167,flex,9
44298,31063,flex,9
43914,29559,flex,9
44730,30967,flex,9
44170,30135,flex,9
44938,29991,flex,9
44490,30119,flex,9
44890,30823,flex,9
44442,29239,flex,9
44714,30775,flex,9
44314,30359,flex,9
44634,31175,flex,9
44554,29991,flex,9
44586,31159,flex,9
44682,29207,flex,9
44586,28470,flex,9
44426,30119,flex,9
44650,31991,flex,9
44266,30551,flex,9
44586,30151,flex,9
44842,30935,flex,9
45034,30743,flex,10
44010,30231,flex,10
44602,30391,flex,10
44346,29751,flex,10
44314,30375,flex,10
44442,29831,flex,10
44970,30647,flex,10
44138,29719,flex,10
44858,30183,flex,10
44602,30215,flex,10
44762,30231,flex,10
44442,30055,flex,10
45034,30359,flex,10
44362,30359,flex,10
44122,29831,flex,10
44858,30263,flex,10
44794,30647,flex,10
44650,30183,flex,10
45099,29703,flex,10
43978,30183,flex,10
44986,30743,flex,10
44506,30759,flex,10
44858,29639,flex,10
44122,29767,flex,10
44954,31031,flex,10
44698,30039,flex,10
44458,29495,flex,10
44330,30455,flex,10
44746,30151,flex,10
44730,30183,flex,10
44458,30663,flex,10
44842,30999,flex,10
44602,30231,flex,10
44474,30087,flex,10
44826,29719,flex,10
45002,30423,flex,10
44298,30055,flex,10
44730,30407,flex,10
44058,30039,flex,10
44570,30599,flex,10
44138,30551,flex,10
44602,30551,flex,10
44698,30519,flex,10
44634,30279,flex,10
44618,29911,flex,10
44266,29991,flex,10
44458,30471,flex,10
44330,29991,flex,10
44314,30215,flex,10
44138,30599,flex,10
44394,29655,flex,10
44506,29799,flex,10
44810,30423,flex,10
44586,30215,flex,10
44890,30343,flex,10
43946,30039,flex,10
44906,30535,flex,10
44602,29799,flex,10
44874,30359,flex,10
44602,30359,flex,10
44890,30455,flex,10
44218,30055,flex,10
44506,30439,flex,10
44218,29911,flex,10
44106,30119,flex,10
44586,30647,flex,10
44986,30119,flex,10
44058,30519,flex,10
45115,30631,flex,10
44026,29207,flex,10
44250,30359,flex,10
44874,30151,flex,10
44746,30279,flex,10
44570,29959,flex,10
44730,30471,flex,10
44106,29959,flex,10
44762,30215,flex,10
44938,30311,flex,10
45034,30343,flex,10
44298,30311,flex,10
45115,30999,flex,10
44762,29287,flex,10
44378,30615,flex,10
44682,30983,flex,10
44554,29351,flex,10
44634,30743,flex,10
44394,30375,flex,10
45018,30519,flex,10
43946,30247,flex,10
44170,30727,flex,10
44570,30471,flex,10
44314,30391,flex,10
44490,29799,flex,10
44234,31063,flex,10
44234,29463,flex,10
44458,30295,flex,10
44234,30103,flex,10
44634,30471,flex,10
44474,30151,flex,10
44266,30647,flex,10
44746,30087,flex,10
44682,29895,flex,10
44314,30167,flex,10
44842,30231,flex,10
44218,30407,flex,10
44458,30663,flex,10
44858,30487,flex,10
44266,29575,flex,10
44522,30471,flex,10
44682,30359,flex,10
44394,30743,flex,10
44042,29527,flex,10
44698,30615,flex,10
44474,30087,flex,10
44234,29287,flex,10
44890,30599,flex,10
44858,30503,flex,10
44554,30183,flex,10
44714,30423,flex,10
44218,30119,flex,10
44522,29895,flex,10
44506,30487,flex,10
44730,30343,flex,10
43866,30167,flex,10
45018,30407,flex,10
44314,30391,flex,10
44714,30295,flex,10
44170,30551,flex,10
44954,30551,flex,10
44378,29847,flex,10
44698,30359,flex,10
44890,30471,flex,10
44650,30119,flex,10
44458,29927,flex,10
44378,30743,flex,10
44522,29959,flex,10
44218,29863,flex,10
44906,30551,flex,10
44474,30407,flex,10
44634,29591,flex,10
45002,30647,flex,10
44602,30215,flex,10
43946,29463,flex,10
44874,30679,flex,10
44362,30167,flex,10
44746,30183,flex,10
44298,30039,flex,10
44874,30471,flex,10
44074,29719,flex,10
44762,30871,flex,10
44714,30295,flex,10
44730,30167,flex,10
44586,29927,flex,10
44906,30775,flex,10
44042,30439,flex,10
44314,29719,flex,10
44202,30439,flex,10
44890,30391,flex,10
44266,30103,flex,10
44042,30759,flex,10
44762,30535,flex,10
44730,29927,flex,10
44698,30631,flex,10
44634,30215,flex,10
44682,30231,flex,10
44170,29975,flex,10
44810,30567,flex,10
44378,29415,flex,10
44298,30263,flex,10
44698,30327,flex,10
43946,29703,flex,10
44650,30407,flex,10
44122,29943,flex,10
44426,30663,flex,10
44106,30039,flex,10
44506,30359,flex,10
44570,30615,flex,10
44058,30471,flex,10
44522,30375,flex,10
44602,29831,flex,10
44682,30487,flex,10
44586,30535,flex,10
44586,30183,flex,10
44378,30135,flex,10
44570,30375,flex,10
44570,29927,flex,10
44330,30311,flex,10
44570,30279,flex,10
44330,30263,flex,10
44314,29959,flex,10
44314,30727,flex,10
44650,30087,flex,10
44426,30759,flex,10
44810,30663,flex,10
44618,29143,flex,10
44570,30551,flex,10
44298,30343,flex,10
44570,30519,flex,10
44218,29847,flex,10
44874,30487,flex,10
44650,30375,flex,10
44186,30391,flex,10
43946,30263,flex,10
44682,30567,flex,10
44522,29975,flex,10
44170,30567,flex,10
44234,29623,flex,10
44826,30439,flex,10
44714,30135,flex,10
44218,30727,flex,10
44346,29671,flex,10
44266,30055,flex,10
44362,30423,flex,10
44378,29991,flex,10
44634,30263,flex,10
44746,30343,flex,10
44778,30647,flex,10
44074,29767,flex,10
44570,30359,flex,10
44330,30263,flex,10
44218,30663,flex,10
44810,28326,flex,10
44330,30215,flex,10
44106,30647,flex,10
44730,29847,flex,10
44746,30487,flex,10
44250,29975,flex,10
44554,30407,flex,10
44554,30279,flex,10
43866,30007,flex,10
44954,30503,flex,10
44586,30135,flex,10
44762,30135,flex,10
44186,30135,flex,10
44474,30519,flex,10
44762,29895,flex,10
44778,30535,flex,10
44410,30279,flex,10
44442,29991,flex,10
44458,30039,flex,10
44842,30887,flex,10
44106,30183,flex,10
44778,30183,flex,10
44058,30055,flex,10
44714,30551,flex,10
44442,29911,flex,10
44794,30871,flex,10
44714,30215,flex,10
44458,30007,flex,10
44634,30679,flex,10
44490,30295,flex,10
44602,30039,flex,10
44458,30135,flex,10
45002,30647,flex,10
43978,29543,flex,10
44314,30023,flex,10
44714,30055,flex,10
44474,31159,flex,10
44426,30983,flex,10
44218,30647,flex,10
44618,27670,flex,10
44714,30439,flex,10
44202,30487,flex,10
44954,30519,flex,10
44490,29607,flex,10
44202,30663,flex,10
44170,30663,flex,10
44170,29911,flex,10
44218,30423,flex,10
44826,30311,flex,10
44570,30391,flex,10
44426,30391,flex,10
44122,29623,flex,10
44810,30343,flex,10
44570,30775,flex,10
44234,29991,flex,10
43914,29543,flex,10
44682,31031,flex,10
44538,30119,flex,10
51036,60046,rotate,1
53212,60190,rotate,1
52684,24726,rotate,1
50380,416,rotate,1
48907,336,rotate,1
48843,26630,rotate,1
50620,59966,rotate,1
52588,60206,rotate,1
53565,54573,rotate,1
51148,288,rotate,1
48859,144,rotate,1
48043,4032,rotate,1
50092,59982,rotate,1
52044,60222,rotate,1
53196,54461,rotate,1
52284,13603,rotate,1
50060,384,rotate,1
48475,384,rotate,1
48907,38617,rotate,1
51708,60174,rotate,1
53389,60014,rotate,1
52636,22421,rotate,1
50076,400,rotate,1
48699,320,rotate,1
49196,320,rotate,1
48523,20404,rotate,1
50604,60190,rotate,1
52620,60238,rotate,1
53565,55501,rotate,1
51100,208,rotate,1
49131,416,rotate,1
47867,784,rotate,1
49772,60110,rotate,1
51948,59998,rotate,1
52972,56749,rotate,1
52044,16564,rotate,1
49964,272,rotate,1
48059,192,rotate,1
48683,37529,rotate,1
51468,60046,rotate,1
53100,59966,rotate,1
52732,24421,rotate,1
50316,208,rotate,1
48987,416,rotate,1
48395,20164,rotate,1
50428,60014,rotate,1
52396,59982,rotate,1
53357,50252,rotate,1
51036,224,rotate,1
47643,208,rotate,1
50252,60174,rotate,1
52572,60174,rotate,1
53517,57486,rotate,1
51532,416,rotate,1
49596,464,rotate,1
48443,4433,rotate,1
49644,48187,rotate,1
51820,60110,rotate,1
53148,59982,rotate,1
52524,22309,rotate,1
49868,480,rotate,1
48219,208,rotate,1
48987,37673,rotate,1
51100,59966,rotate,1
52668,60238,rotate,1
52956,36152,rotate,1
50732,432,rotate,1
49244,400,rotate,1
48283,13555,rotate,1
50476,60014,rotate,1
52508,59966,rotate,1
53741,57149,rotate,1
51468,384,rotate,1
49115,224,rotate,1
48219,5121,rotate,1
49852,54589,rotate,1
51788,59950,rotate,1
53212,56637,rotate,1
52092,16147,rotate,1
49932,464,rotate,1
48347,416,rotate,1
48795,39353,rotate,1
51628,60126,rotate,1
53052,60238,rotate,1
52908,28438,rotate,1
50588,224,rotate,1
48843,416,rotate,1
48555,22821,rotate,1
50220,60206,rotate,1
52636,60030,rotate,1
53693,58734,rotate,1
51260,320,rotate,1
48987,416,rotate,1
47979,2640,rotate,1
49836,59358,rotate,1
51980,60126,rotate,1
53293,55565,rotate,1
51948,9922,rotate,1
49964,480,rotate,1
48875,35544,rotate,1
51724,60062,rotate,1
53180,59982,rotate,1
52492,22101,rotate,1
50156,400,rotate,1
48219,208,rotate,1
48779,39225,rotate,1
51084,59950,rotate,1
52588,59966,rotate,1
52828,36104,rotate,1
51036,304,rotate,1
49051,448,rotate,1
48347,12627,rotate,1
50524,60254,rotate,1
52524,60174,rotate,1
53533,58782,rotate,1
51452,352,rotate,1
49324,400,rotate,1
48395,9778,rotate,1
49964,52236,rotate,1
51740,60174,rotate,1
53164,60270,rotate,1
52508,20276,rotate,1
49836,256,rotate,1
48571,256,rotate,1
49035,37625,rotate,1
51164,59998,rotate,1
52716,57309,rotate,1
52716,29031,rotate,1
50764,304,rotate,1
49324,432,rotate,1
48731,16580,rotate,1
50684,60238,rotate,1
52508,60174,rotate,1
53293,56045,rotate,1
51132,256,rotate,1
49388,352,rotate,1
48539,7601,rotate,1
50012,57149,rotate,1
51772,60014,rotate,1
52892,58062,rotate,1
51948,14755,rotate,1
49804,224,rotate,1
48475,432,rotate,1
48923,39273,rotate,1
51372,60014,rotate,1
52876,58446,rotate,1
52620,28038,rotate,1
50428,272,rotate,1
49003,480,rotate,1
48395,18612,rotate,1
52556,60030,rotate,1
53421,52460,rotate,1
51004,240,rotate,1
48987,288,rotate,1
47723,3488,rotate,1
50492,60126,rotate,1
52140,59950,rotate,1
53549,53084,rotate,1
51852,8866,rotate,1
49516,192,rotate,1
48411,192,rotate,1
49051,41162,rotate,1
51804,60174,rotate,1
53421,60062,rotate,1
52828,21637,rotate,1
50172,432,rotate,1
48923,224,rotate,1
49164,34216,rotate,1
51116,60046,rotate,1
52764,60126,rotate,1
53180,43226,rotate,1
50892,368,rotate,1
49035,416,rotate,1
48267,5025,rotate,1
50716,60206,rotate,1
52508,60094,rotate,1
53565,52716,rotate,1
51500,288,rotate,1
49580,208,rotate,1
48651,3648,rotate,1
49868,47195,rotate,1
51628,60014,rotate,1
53244,60142,rotate,1
52556,20613,rotate,1
49804,208,rotate,1
48827,240,rotate,1
49468,35688,rotate,1
51372,60014,rotate,1
52668,57390,rotate,1
53164,37993,rotate,1
50956,288,rotate,1
49388,288,rotate,1
48475,11074,rotate,1
50700,60302,rotate,1
52636,60190,rotate,1
53709,56797,rotate,1
51660,400,rotate,1
49180,256,rotate,1
48875,10178,rotate,1
49932,47835,rotate,1
49772,560,rotate,1
48651,13043,rotate,1
49884,53597,rotate,1
51836,60014,rotate,1
53052,59982,rotate,1
52508,20549,rotate,1
49884,352,rotate,1
48843,384,rotate,1
49228,36824,rotate,1
51292,60126,rotate,1
52668,57982,rotate,1
52988,36024,rotate,1
50748,320,rotate,1
49196,384,rotate,1
48539,17428,rotate,1
50428,60206,rotate,1
52588,60174,rotate,1
53533,57341,rotate,1
51372,384,rotate,1
49051,208,rotate,1
48091,192,rotate,1
50092,56269,rotate,1
51724,60142,rotate,1
52972,54109,rotate,1
51836,12435,rotate,1
49756,256,rotate,1
48827,288,rotate,1
49404,38073,rotate,1
51676,60062,rotate,1
52956,59326,rotate,1
52652,23317,rotate,1
50460,416,rotate,1
48843,480,rotate,1
49115,30519,rotate,1
50668,57309,rotate,1
52332,59982,rotate,1
53325,49131,rotate,1
51036,224,rotate,1
49260,240,rotate,1
48491,6433,rotate,1
50444,59982,rotate,1
52444,60094,rotate,1
53100,50716,rotate,1
51404,1920,rotate,1
49484,352,rotate,1
48715,4561,rotate,1
49452,43450,rotate,1
51612,60046,rotate,1
53228,60174,rotate,1
52620,24117,rotate,1
48587,208,rotate,1
49292,38345,rotate,1
51388,60126,rotate,1
52796,57358,rotate,1
52652,27270,rotate,1
50636,384,rotate,1
49244,176,rotate,1
48683,15827,rotate,1
50508,59966,rotate,1
52604,60270,rotate,1
53293,54461,rotate,1
51116,256,rotate,1
49131,224,rotate,1
48075,5873,rotate,1
50220,59230,rotate,1
52268,60126,rotate,1
53068,50668,rotate,1
51564,9874,rotate,1
49644,352,rotate,1
48523,256,rotate,1
49276,41418,rotate,1
51868,60158,rotate,1
53196,60222,rotate,1
52636,23509,rotate,1
50124,240,rotate,1
48859,192,rotate,1
48939,30023,rotate,1
50668,60206,rotate,1
52508,60030,rotate,1
53020,46235,rotate,1
47243,20132,rotate,2
46267,13411,rotate,2
45915,22405,rotate,2
46507,39641,rotate,2
47403,43930,rotate,2
47179,42090,rotate,2
47051,22181,rotate,2
46827,14259,rotate,2
45995,21573,rotate,2
46859,34904,rotate,2
46859,42554,rotate,2
47259,43530,rotate,2
47371,29527,rotate,2
46891,14307,rotate,2
46379,18548,rotate,2
46027,30407,rotate,2
46683,41610,rotate,2
46987,42154,rotate,2
47115,37913,rotate,2
46651,18948,rotate,2
46539,20581,rotate,2
46747,40105,rotate,2
46635,45467,rotate,2
47259,41050,rotate,2
47067,19028,rotate,2
46859,13459,rotate,2
45979,21909,rotate,2
46619,38265,rotate,2
46811,43626,rotate,2
47211,41930,rotate,2
47115,27622,rotate,2
46491,13795,rotate,2
46331,16804,rotate,2
46667,30551,rotate,2
46667,43082,rotate,2
47563,42810,rotate,2
47291,32615,rotate,2
46363,18020,rotate,2
46187,16916,rotate,2
46251,24742,rotate,2
46811,40713,rotate,2
47195,44378,rotate,2
46971,41242,rotate,2
47019,19652,rotate,2
46635,13843,rotate,2
46395,21413,rotate,2
46667,37673,rotate,2
46859,43290,rotate,2
47131,41178,rotate,2
47179,26294,rotate,2
46331,15139,rotate,2
46363,18436,rotate,2
46411,31703,rotate,2
46603,45083,rotate,2
47371,43962,rotate,2
47403,32359,rotate,2
46475,15795,rotate,2
46427,16580,rotate,2
46283,26294,rotate,2
46411,40809,rotate,2
47419,44602,rotate,2
47611,40873,rotate,2
46843,19092,rotate,2
46443,13875,rotate,2
45867,21861,rotate,2
46571,38217,rotate,2
47131,43930,rotate,2
47531,41898,rotate,2
46795,26774,rotate,2
45899,15811,rotate,2
46779,32567,rotate,2
47035,44122,rotate,2
46667,44378,rotate,2
47243,30631,rotate,2
46651,15315,rotate,2
46443,18516,rotate,2
46475,27542,rotate,2
46491,40617,rotate,2
47211,44650,rotate,2
47211,39321,rotate,2
46827,18660,rotate,2
46107,13347,rotate,2
46571,21925,rotate,2
46523,39129,rotate,2
46843,45451,rotate,2
47547,40729,rotate,2
46955,22837,rotate,2
46891,14771,rotate,2
46427,20565,rotate,2
46235,34232,rotate,2
46923,43914,rotate,2
47307,43786,rotate,2
47163,30359,rotate,2
46603,14131,rotate,2
46251,16868,rotate,2
46795,30391,rotate,2
46731,42378,rotate,2
47211,42522,rotate,2
47595,37657,rotate,2
46459,18148,rotate,2
45915,15171,rotate,2
46267,22165,rotate,2
47067,39849,rotate,2
47435,45243,rotate,2
47499,40937,rotate,2
46491,21637,rotate,2
46315,14483,rotate,2
46507,22437,rotate,2
46171,35192,rotate,2
47019,43754,rotate,2
47163,43546,rotate,2
46699,29831,rotate,2
46219,14291,rotate,2
46763,17700,rotate,2
46539,30647,rotate,2
46955,42490,rotate,2
47179,42202,rotate,2
47387,35496,rotate,2
46891,36536,rotate,2
47243,45163,rotate,2
47083,42634,rotate,2
47243,22421,rotate,2
46667,15315,rotate,2
46395,21461,rotate,2
46779,34344,rotate,2
46603,44634,rotate,2
46699,44330,rotate,2
47211,30647,rotate,2
46843,14643,rotate,2
46379,17220,rotate,2
46043,30647,rotate,2
46763,40953,rotate,2
47035,43098,rotate,2
46779,38489,rotate,2
46859,19364,rotate,2
46523,14467,rotate,2
46267,21285,rotate,2
46523,40249,rotate,2
47179,44698,rotate,2
47531,41226,rotate,2
46859,22101,rotate,2
46011,14723,rotate,2
46635,20693,rotate,2
46283,34648,rotate,2
46507,44538,rotate,2
46955,43706,rotate,2
47419,29879,rotate,2
46699,13011,rotate,2
46347,18308,rotate,2
46667,30775,rotate,2
46971,41738,rotate,2
47275,42154,rotate,2
47051,37113,rotate,2
47051,17556,rotate,2
46299,15059,rotate,2
46155,23589,rotate,2
46491,40873,rotate,2
46955,45835,rotate,2
47163,41146,rotate,2
46923,21205,rotate,2
46747,14547,rotate,2
46411,22757,rotate,2
46555,35000,rotate,2
47131,43178,rotate,2
47323,43562,rotate,2
46667,30039,rotate,2
45803,16644,rotate,2
46043,31383,rotate,2
46955,43306,rotate,2
47035,43306,rotate,2
46667,34408,rotate,2
46811,17476,rotate,2
46315,16404,rotate,2
46459,24245,rotate,2
46475,40905,rotate,2
47131,44842,rotate,2
47291,41514,rotate,2
46763,20517,rotate,2
46651,14547,rotate,2
46235,20949,rotate,2
46603,38297,rotate,2
47211,43578,rotate,2
47323,42378,rotate,2
46875,26054,rotate,2
46027,14259,rotate,2
46379,18612,rotate,2
46011,31319,rotate,2
46443,44426,rotate,2
46827,43738,rotate,2
47083,31847,rotate,2
46571,16115,rotate,2
45931,18228,rotate,2
45851,26246,rotate,2
46395,40681,rotate,2
46747,43914,rotate,2
47339,40409,rotate,2
46475,19780,rotate,2
45851,14803,rotate,2
45851,21733,rotate,2
46523,39705,rotate,2
46715,44794,rotate,2
47275,40489,rotate,2
46651,26182,rotate,2
46027,14659,rotate,2
46523,18884,rotate,2
46139,33112,rotate,2
46523,45723,rotate,2
46683,44250,rotate,2
47083,31463,rotate,2
46411,15891,rotate,2
46411,17716,rotate,2
46411,27718,rotate,2
46651,40953,rotate,2
46731,42730,rotate,2
46923,38553,rotate,2
46139,12082,rotate,2
46267,23221,rotate,2
46875,39497,rotate,2
47035,45835,rotate,2
46731,42602,rotate,2
47083,19988,rotate,2
46059,13571,rotate,2
46155,22469,rotate,2
46171,36328,rotate,2
46763,43690,rotate,2
46891,43658,rotate,2
46715,30055,rotate,2
46347,13427,rotate,2
45899,17028,rotate,2
46571,31447,rotate,2
47067,42186,rotate,2
46747,42202,rotate,2
46747,36136,rotate,2
46283,17812,rotate,2
46091,16355,rotate,2
45787,24453,rotate,2
46731,40281,rotate,2
46539,45275,rotate,2
46699,41642,rotate,2
46491,19748,rotate,2
46491,13139,rotate,2
45867,21573,rotate,2
46347,37273,rotate,2
47131,43514,rotate,2
46763,42026,rotate,2
47035,28470,rotate,2
46299,13811,rotate,2
