POT Value 1,POT Value 2,Gesture,Iteration
46731,37769,rotate,6
46939,40617,rotate,6
47163,37129,rotate,6
46731,23445,rotate,6
46379,20693,rotate,6
46251,26390,rotate,6
46587,35288,rotate,6
46811,38729,rotate,6
47051,38953,rotate,6
46843,28086,rotate,6
46475,19284,rotate,6
46107,21461,rotate,6
46171,31751,rotate,6
46731,39833,rotate,6
47115,36120,rotate,6
46859,29751,rotate,6
46747,21573,rotate,6
46395,23109,rotate,6
46123,25814,rotate,6
46347,37337,rotate,6
46779,40393,rotate,6
46827,38249,rotate,6
46475,22533,rotate,6
46139,18596,rotate,6
46091,27078,rotate,6
46379,36664,rotate,6
46603,38953,rotate,6
47051,36520,rotate,6
46603,27142,rotate,6
46299,20308,rotate,6
46059,20725,rotate,6
46347,30999,rotate,6
46827,40953,rotate,6
47003,37641,rotate,6
46491,37001,rotate,6
46923,37977,rotate,6
47051,36136,rotate,6
46603,24982,rotate,6
46091,20148,rotate,6
45803,25222,rotate,6
46523,36056,rotate,6
46699,38665,rotate,6
46827,36264,rotate,6
46699,28070,rotate,6
46523,19556,rotate,6
46155,20388,rotate,6
46235,30519,rotate,6
46635,40121,rotate,6
46987,37865,rotate,6
46763,29543,rotate,6
46363,20837,rotate,6
46011,22549,rotate,6
46363,28727,rotate,6
46507,37337,rotate,6
46939,40585,rotate,6
46907,37849,rotate,6
46523,22325,rotate,6
46107,18980,rotate,6
46219,26502,rotate,6
46603,36808,rotate,6
46779,36873,rotate,6
46827,35688,rotate,6
46843,25910,rotate,6
46347,21669,rotate,6
46059,22053,rotate,6
46171,31639,rotate,6
46875,40953,rotate,6
47067,39065,rotate,6
46923,28406,rotate,6
46411,18564,rotate,6
46139,23605,rotate,6
46379,30231,rotate,6
46443,37689,rotate,6
46651,38585,rotate,6
46571,35896,rotate,6
46603,22101,rotate,6
46283,18660,rotate,6
45995,24565,rotate,6
46667,39849,rotate,6
46891,39001,rotate,6
46827,33592,rotate,6
46747,26086,rotate,6
46155,23909,rotate,6
46491,36008,rotate,6
46843,38569,rotate,6
46699,39353,rotate,6
46827,29783,rotate,6
46267,18948,rotate,6
46123,22789,rotate,6
46507,31463,rotate,6
46667,37769,rotate,6
46875,35352,rotate,6
46619,31559,rotate,6
46523,22965,rotate,6
46091,22453,rotate,6
46203,29319,rotate,6
46651,33096,rotate,6
46891,39337,rotate,6
47003,37065,rotate,6
46747,22565,rotate,6
46251,20196,rotate,6
46219,24854,rotate,6
46251,36424,rotate,6
46795,39657,rotate,6
47035,38265,rotate,6
46779,31047,rotate,6
46219,15651,rotate,6
45995,17300,rotate,6
46235,25942,rotate,6
46443,40953,rotate,6
46939,42042,rotate,6
46939,30455,rotate,6
46667,21765,rotate,6
45899,22693,rotate,6
46491,28182,rotate,6
46699,37465,rotate,6
46939,37513,rotate,6
47163,35928,rotate,6
46795,23957,rotate,6
46299,22341,rotate,6
46315,27158,rotate,6
46443,36360,rotate,6
46603,36008,rotate,6
46875,33416,rotate,6
46891,28406,rotate,6
46555,26326,rotate,6
45947,20228,rotate,6
46427,29783,rotate,6
46651,39209,rotate,6
47195,39481,rotate,6
46955,33912,rotate,6
46331,23077,rotate,6
46475,29223,rotate,6
46763,35592,rotate,6
46939,37129,rotate,6
46635,33896,rotate,6
46491,21893,rotate,6
46299,20693,rotate,6
46027,25046,rotate,6
46603,33992,rotate,6
46875,40681,rotate,6
46539,36840,rotate,7
46667,31239,rotate,7
46411,21845,rotate,7
46395,24565,rotate,7
46283,29959,rotate,7
46699,36680,rotate,7
47163,38841,rotate,7
47323,36776,rotate,7
46811,23765,rotate,7
46219,20629,rotate,7
46395,26406,rotate,7
46395,34584,rotate,7
47067,37705,rotate,7
46811,36744,rotate,7
46635,29367,rotate,7
47003,20468,rotate,7
46107,22437,rotate,7
46635,31255,rotate,7
47115,38809,rotate,7
47323,36024,rotate,7
46571,30487,rotate,7
46443,23525,rotate,7
46475,22885,rotate,7
46555,29223,rotate,7
46859,36168,rotate,7
46539,39385,rotate,7
47147,36712,rotate,7
46555,23141,rotate,7
46251,21125,rotate,7
46075,26182,rotate,7
47035,35000,rotate,7
46891,37449,rotate,7
47275,36472,rotate,7
46539,28134,rotate,7
46891,20997,rotate,7
46299,22181,rotate,7
46059,31703,rotate,7
46603,39049,rotate,7
47195,37081,rotate,7
46699,22085,rotate,7
46555,23765,rotate,7
46363,31799,rotate,7
46683,36808,rotate,7
47035,36969,rotate,7
46987,33656,rotate,7
46987,23589,rotate,7
46299,20741,rotate,7
46251,25782,rotate,7
46747,36008,rotate,7
46939,38425,rotate,7
47163,34888,rotate,7
46843,25286,rotate,7
46123,21941,rotate,7
45915,25222,rotate,7
46427,31671,rotate,7
46555,39145,rotate,7
47131,37993,rotate,7
46987,29207,rotate,7
46667,21269,rotate,7
46523,24453,rotate,7
46603,30743,rotate,7
46475,36648,rotate,7
47051,37353,rotate,7
47083,33992,rotate,7
47115,23509,rotate,7
46555,21461,rotate,7
46491,25398,rotate,7
46939,36008,rotate,7
46475,39177,rotate,7
46811,35032,rotate,7
46987,25046,rotate,7
46923,22229,rotate,7
46587,24565,rotate,7
46795,32952,rotate,7
46747,38249,rotate,7
46923,38681,rotate,7
47067,29831,rotate,7
46619,21589,rotate,7
46523,24117,rotate,7
46587,30631,rotate,7
46347,36456,rotate,7
46555,36889,rotate,7
47403,33608,rotate,7
47003,23189,rotate,7
46795,20821,rotate,7
46107,25606,rotate,7
46907,36312,rotate,7
46347,25366,rotate,7
46875,35304,rotate,7
47147,38201,rotate,7
47195,36120,rotate,7
46859,27718,rotate,7
46619,22069,rotate,7
46267,22805,rotate,7
45979,30839,rotate,7
46875,39529,rotate,7
46603,37801,rotate,7
46939,29831,rotate,7
46907,22485,rotate,7
46827,23845,rotate,7
46171,29527,rotate,7
46747,36905,rotate,7
46587,38761,rotate,7
47131,36840,rotate,7
46747,23285,rotate,7
46507,20949,rotate,7
46555,25686,rotate,7
46411,35752,rotate,7
47195,38025,rotate,7
46667,35272,rotate,7
46443,26214,rotate,7
46779,21301,rotate,7
46059,24341,rotate,7
46731,31127,rotate,7
46779,39305,rotate,7
46651,38361,rotate,7
47019,28646,rotate,7
46859,20709,rotate,7
46267,25702,rotate,7
46491,31447,rotate,7
47147,36488,rotate,7
47115,36120,rotate,7
46955,35000,rotate,7
46299,24117,rotate,7
46107,20629,rotate,7
46555,25110,rotate,7
46891,36104,rotate,7
46907,38393,rotate,7
46747,34104,rotate,7
47035,27190,rotate,7
46795,23301,rotate,7
46315,24822,rotate,7
46539,31079,rotate,7
46411,38873,rotate,7
46907,40041,rotate,7
46955,28727,rotate,7
46635,23989,rotate,7
46363,31895,rotate,7
46827,38473,rotate,7
46827,34984,rotate,7
46875,30679,rotate,7
46523,21941,rotate,7
46411,22533,rotate,7
46283,25094,rotate,7
46923,36552,rotate,7
46443,39161,rotate,7
46763,35640,rotate,7
47163,22261,rotate,7
46571,24533,rotate,7
46331,28486,rotate,7
46603,33528,rotate,7
46571,34744,rotate,7
46603,36969,rotate,7
46763,27558,rotate,7
46619,19956,rotate,7
46427,24277,rotate,7
46235,34136,rotate,7
46427,39497,rotate,7
47019,37769,rotate,7
46955,29351,rotate,7
46683,21413,rotate,7
46059,21669,rotate,7
46507,29415,rotate,7
46971,36408,rotate,7
46747,35560,rotate,7
47019,37305,rotate,7
46827,26886,rotate,7
46619,22661,rotate,7
45851,23893,rotate,7
46219,32199,rotate,7
46555,39849,rotate,7
46571,34664,rotate,7
46699,27414,rotate,7
46155,22101,rotate,7
46539,23381,rotate,7
46251,30983,rotate,7
46667,42842,rotate,7
47211,40537,rotate,7
46939,27190,rotate,7
46283,18004,rotate,7
46555,21829,rotate,7
46011,30807,rotate,7
46603,34200,rotate,7
46827,37545,rotate,7
47035,39881,rotate,7
46091,19444,rotate,7
46347,25238,rotate,7
46299,39049,rotate,7
46443,34408,rotate,7
46987,36136,rotate,7
46795,27574,rotate,7
46043,22261,rotate,7
46347,24982,rotate,7
46411,31127,rotate,7
46459,38105,rotate,7
47147,40329,rotate,7
47115,31335,rotate,7
46283,19588,rotate,7
46187,23429,rotate,7
46779,34664,rotate,7
46795,37417,rotate,7
46699,35784,rotate,7
47211,36824,rotate,7
46475,22261,rotate,7
46747,20244,rotate,7
45963,25862,rotate,7
46635,34712,rotate,7
46955,38569,rotate,7
46811,36744,rotate,7
46619,21269,rotate,7
46683,23093,rotate,7
46139,26518,rotate,7
46059,31207,rotate,7
46763,37337,rotate,7
47147,40073,rotate,7
46939,32471,rotate,7
46731,21861,rotate,7
46507,25798,rotate,7
46571,31527,rotate,7
46427,37641,rotate,7
47211,30983,rotate,7
46523,31447,rotate,7
46827,23349,rotate,7
46603,20629,rotate,7
46507,32535,rotate,7
46235,38201,rotate,7
46763,38233,rotate,7
46619,36104,rotate,7
46411,22325,rotate,7
46347,21045,rotate,7
46315,21461,rotate,7
46667,31143,rotate,7
46795,38409,rotate,7
47179,40986,rotate,7
46491,18308,rotate,7
46187,19204,rotate,7
46875,29431,rotate,7
46875,40169,rotate,7
46795,34696,rotate,7
46795,33192,rotate,7
46347,21797,rotate,7
45947,22597,rotate,7
46283,30487,rotate,7
46651,34520,rotate,7
47083,39433,rotate,7
47003,34504,rotate,7
46651,24758,rotate,7
46619,19652,rotate,7
45963,26566,rotate,7
46155,35096,rotate,7
46891,37641,rotate,7
46795,34984,rotate,7
47035,26326,rotate,7
46571,20821,rotate,7
46603,19684,rotate,7
46619,31623,rotate,7
46363,36953,rotate,7
46987,37017,rotate,7
47131,29079,rotate,7
46891,24197,rotate,7
46523,23765,rotate,7
46123,26086,rotate,7
46315,35848,rotate,7
46699,38889,rotate,7
46635,36985,rotate,7
46667,22837,rotate,7
46123,20468,rotate,7
46427,26246,rotate,7
46475,35768,rotate,7
47131,37641,rotate,7
46619,34152,rotate,7
47339,27702,rotate,7
46331,20549,rotate,7
46395,22181,rotate,7
46299,30519,rotate,7
46635,38873,rotate,7
46987,36856,rotate,7
46859,27926,rotate,7
46171,21173,rotate,7
46747,24085,rotate,7
46667,37065,rotate,8
45787,31719,rotate,8
45451,18724,rotate,8
45979,31671,rotate,8
46571,40713,rotate,8
46907,39897,rotate,8
46779,27110,rotate,8
46043,21157,rotate,8
45883,27318,rotate,8
45867,32199,rotate,8
46139,35032,rotate,8
46667,38745,rotate,8
46875,35928,rotate,8
46043,18116,rotate,8
45739,18708,rotate,8
45483,26790,rotate,8
46171,37433,rotate,8
46635,37401,rotate,8
46683,34008,rotate,8
46491,24838,rotate,8
46059,19220,rotate,8
45483,21653,rotate,8
45739,36504,rotate,8
46571,35352,rotate,8
46795,35720,rotate,8
46651,28518,rotate,8
45995,25398,rotate,8
45803,24565,rotate,8
45819,27478,rotate,8
46251,36168,rotate,8
46491,36632,rotate,8
46859,35480,rotate,8
46411,23189,rotate,8
45643,19284,rotate,8
45403,27014,rotate,8
46171,38745,rotate,8
46747,37801,rotate,8
46923,35352,rotate,8
46267,22549,rotate,8
45755,18596,rotate,8
45643,25958,rotate,8
46011,33048,rotate,8
46491,42570,rotate,8
46891,38521,rotate,8
46555,30263,rotate,8
46155,19588,rotate,8
45531,20917,rotate,8
45947,36568,rotate,8
46315,37433,rotate,8
46475,35080,rotate,8
46475,28662,rotate,8
45403,17188,rotate,8
45339,29079,rotate,8
46091,39177,rotate,8
46683,39817,rotate,8
46859,39449,rotate,8
46091,21381,rotate,8
45403,20485,rotate,8
45339,29383,rotate,8
45995,37609,rotate,8
46235,35768,rotate,8
46683,41274,rotate,8
46555,29591,rotate,8
45675,14435,rotate,8
45403,22837,rotate,8
45675,37033,rotate,8
46523,39945,rotate,8
46667,39561,rotate,8
46379,29111,rotate,8
45851,16420,rotate,8
45835,26406,rotate,8
45819,33832,rotate,8
46011,32984,rotate,8
46571,40713,rotate,8
46939,38665,rotate,8
46187,20404,rotate,8
45403,18452,rotate,8
45002,24037,rotate,8
45883,39625,rotate,8
46555,39961,rotate,8
46619,35048,rotate,8
46299,25382,rotate,8
45707,15923,rotate,8
45034,22069,rotate,8
45595,38105,rotate,8
46555,40265,rotate,8
46747,36921,rotate,8
46475,25878,rotate,8
45931,21845,rotate,8
45675,26038,rotate,8
45579,31591,rotate,8
46091,40153,rotate,8
46683,37273,rotate,8
46987,38233,rotate,8
46027,18868,rotate,8
45579,20869,rotate,8
45275,25398,rotate,8
46107,36424,rotate,8
46603,40041,rotate,8
46363,20773,rotate,8
45835,21301,rotate,8
45643,28038,rotate,8
45835,35944,rotate,8
46299,39625,rotate,8
46795,42554,rotate,8
46699,28342,rotate,8
45547,16131,rotate,8
45387,28374,rotate,8
45755,34120,rotate,8
46443,40409,rotate,8
46603,29623,rotate,8
46475,25750,rotate,8
46011,23125,rotate,8
45739,22949,rotate,8
45339,25910,rotate,8
46027,39081,rotate,8
46747,40665,rotate,8
47019,37449,rotate,8
46171,20228,rotate,8
45611,20885,rotate,8
45547,27222,rotate,8
46027,36969,rotate,8
46363,37273,rotate,8
46731,37513,rotate,8
46523,29591,rotate,8
45659,17620,rotate,8
45403,22485,rotate,8
45419,31975,rotate,8
46411,42218,rotate,8
46635,32183,rotate,8
46331,25190,rotate,8
45883,22933,rotate,8
45531,22757,rotate,8
45451,28438,rotate,8
46059,37801,rotate,8
46539,40297,rotate,8
46811,36905,rotate,8
46107,20228,rotate,8
45275,17924,rotate,8
44954,25574,rotate,8
45771,40953,rotate,8
46347,38233,rotate,8
46635,31703,rotate,8
46139,23621,rotate,8
45579,18436,rotate,8
45275,24678,rotate,8
45387,33160,rotate,8
46155,42954,rotate,8
46443,25510,rotate,8
45355,14931,rotate,8
44778,20404,rotate,8
45211,36184,rotate,8
46203,41786,rotate,8
46507,34280,rotate,8
46219,26086,rotate,8
45819,20436,rotate,8
44890,19364,rotate,8
44810,24870,rotate,8
45787,41482,rotate,8
46635,42410,rotate,8
46923,38057,rotate,8
45707,18244,rotate,8
45099,18068,rotate,8
44938,29655,rotate,8
45355,38185,rotate,8
45979,37577,rotate,8
46443,35656,rotate,8
46091,25606,rotate,8
45291,18196,rotate,8
44698,18964,rotate,8
45211,32872,rotate,8
46171,43994,rotate,8
46635,38169,rotate,8
46267,22981,rotate,8
45547,18628,rotate,8
44906,25110,rotate,8
45099,36760,rotate,8
45707,39113,rotate,8
46411,39369,rotate,8
46731,36024,rotate,8
45531,18180,rotate,8
44842,15395,rotate,8
44634,22869,rotate,8
45579,42666,rotate,8
46107,39065,rotate,8
46347,32359,rotate,8
45835,21365,rotate,8
45227,19572,rotate,8
44570,21989,rotate,8
44970,34920,rotate,8
45899,43722,rotate,8
46683,41802,rotate,8
46251,24149,rotate,8
45291,15955,rotate,8
44874,24149,rotate,8
45211,37017,rotate,8
45803,39385,rotate,8
44778,18356,rotate,8
45163,36664,rotate,8
45883,40729,rotate,8
46683,41130,rotate,8
46187,28823,rotate,8
45163,14307,rotate,8
44522,23013,rotate,8
44890,37769,rotate,8
45867,41706,rotate,8
46171,36184,rotate,8
46155,28807,rotate,8
45483,18612,rotate,8
44650,19028,rotate,8
44618,26006,rotate,8
45675,42538,rotate,8
46411,43146,rotate,8
46779,35528,rotate,8
45451,16404,rotate,8
44618,19124,rotate,8
44522,28118,rotate,8
45275,40409,rotate,8
45787,40377,rotate,8
46251,38841,rotate,8
45979,25878,rotate,8
44986,14691,rotate,8
44202,19028,rotate,8
44810,36616,rotate,8
45755,42746,rotate,8
46219,34536,rotate,8
45979,23013,rotate,8
45403,18692,rotate,8
44570,21013,rotate,8
44490,28775,rotate,8
45483,41098,rotate,8
46331,43050,rotate,8
46747,37673,rotate,8
45451,15203,rotate,8
44458,17412,rotate,8
44170,30535,rotate,8
45291,44106,rotate,8
45835,38617,rotate,8
46347,35624,rotate,8
45643,21173,rotate,8
44842,16964,rotate,8
43882,18436,rotate,8
44506,35416,rotate,8
46043,44986,rotate,8
46251,36056,rotate,8
46091,22085,rotate,8
44586,24662,rotate,8
44826,37193,rotate,8
45771,40857,rotate,8
46171,37225,rotate,8
46315,32199,rotate,8
45275,17108,rotate,8
44314,16836,rotate,8
44058,22949,rotate,8
45483,43434,rotate,8
46027,40105,rotate,8
46379,29495,rotate,8
45467,19012,rotate,8
44570,17748,rotate,8
44170,30375,rotate,8
44842,42762,rotate,8
45627,41642,rotate,8
46347,42602,rotate,8
46123,25366,rotate,8
44858,13363,rotate,8
43994,21157,rotate,8
44394,37257,rotate,8
45451,42634,rotate,8
46091,37129,rotate,8
45915,27446,rotate,8
45018,18708,rotate,8
44330,18228,rotate,8
43850,22997,rotate,8
45083,43402,rotate,8
46219,44202,rotate,8
45803,20581,rotate,9
45611,32599,rotate,9
46331,39961,rotate,9
46747,38185,rotate,9
46587,27782,rotate,9
45867,19732,rotate,9
45451,22853,rotate,9
45531,32856,rotate,9
46219,38505,rotate,9
46603,36520,rotate,9
46731,32311,rotate,9
46171,21141,rotate,9
45483,19380,rotate,9
45323,25446,rotate,9
46043,38201,rotate,9
46491,38249,rotate,9
46667,34584,rotate,9
46379,24469,rotate,9
45851,20372,rotate,9
45771,32583,rotate,9
46443,39721,rotate,9
46811,37481,rotate,9
46619,28422,rotate,9
45739,18580,rotate,9
45355,22837,rotate,9
45739,32311,rotate,9
46187,38841,rotate,9
46683,36152,rotate,9
46699,32231,rotate,9
46075,22197,rotate,9
45643,22037,rotate,9
45419,26166,rotate,9
46059,38217,rotate,9
46603,39609,rotate,9
46939,35304,rotate,9
46299,22293,rotate,9
45739,19828,rotate,9
45467,27094,rotate,9
46059,36408,rotate,9
46395,38025,rotate,9
46731,35240,rotate,9
46411,25830,rotate,9
45867,19780,rotate,9
45563,22709,rotate,9
45595,31815,rotate,9
46443,40809,rotate,9
46843,37417,rotate,9
46619,28630,rotate,9
45915,20789,rotate,9
45707,23733,rotate,9
45723,30983,rotate,9
46235,36873,rotate,9
46539,37913,rotate,9
46827,34952,rotate,9
46251,22261,rotate,9
45611,19860,rotate,9
45531,25494,rotate,9
45979,36824,rotate,9
46491,38345,rotate,9
46795,34760,rotate,9
46363,24421,rotate,9
45915,20821,rotate,9
45723,24902,rotate,9
46027,33160,rotate,9
46555,39225,rotate,9
46859,38745,rotate,9
46731,28166,rotate,9
46011,19140,rotate,9
45851,30151,rotate,9
46603,38409,rotate,9
46699,36312,rotate,9
46619,30743,rotate,9
46187,22773,rotate,9
45707,21909,rotate,9
45867,27526,rotate,9
46395,35992,rotate,9
46763,38441,rotate,9
46923,35112,rotate,9
46379,24005,rotate,9
45835,21781,rotate,9
45851,26326,rotate,9
46315,35368,rotate,9
46731,37513,rotate,9
46635,36312,rotate,9
46683,28134,rotate,9
46187,21125,rotate,9
45835,23061,rotate,9
45931,32167,rotate,9
46475,37849,rotate,9
46923,36296,rotate,9
46619,29831,rotate,9
46363,22869,rotate,9
45915,23269,rotate,9
45979,27926,rotate,9
46187,36584,rotate,9
46635,38425,rotate,9
46987,35816,rotate,9
46379,23893,rotate,9
46027,20997,rotate,9
46107,26150,rotate,9
46267,34920,rotate,9
46523,37273,rotate,9
46875,35160,rotate,9
46747,27318,rotate,9
46379,21317,rotate,9
45851,23157,rotate,9
45979,30487,rotate,9
46779,38537,rotate,9
46763,36648,rotate,9
46763,30263,rotate,9
46219,22693,rotate,9
46059,23909,rotate,9
46219,28502,rotate,9
46555,36136,rotate,9
46635,38041,rotate,9
46859,35608,rotate,9
46635,23989,rotate,9
47003,36200,rotate,9
46683,29399,rotate,9
46235,22021,rotate,9
46107,23717,rotate,9
46123,31175,rotate,9
46859,37897,rotate,9
46731,36969,rotate,9
46875,31191,rotate,9
46219,24229,rotate,9
46491,23653,rotate,9
45739,28246,rotate,9
46843,35016,rotate,9
46875,37609,rotate,9
47147,34120,rotate,9
46955,24245,rotate,9
46683,22405,rotate,9
46059,25558,rotate,9
46619,33112,rotate,9
46747,38041,rotate,9
46907,36744,rotate,9
46491,29095,rotate,9
46155,22101,rotate,9
46171,23301,rotate,9
46347,30807,rotate,9
46747,37545,rotate,9
47275,36184,rotate,9
46475,30999,rotate,9
46347,24357,rotate,9
46075,23765,rotate,9
46027,27510,rotate,9
46683,36536,rotate,9
47003,38121,rotate,9
46651,35080,rotate,9
46475,24517,rotate,9
46539,22453,rotate,9
46123,26102,rotate,9
46443,33624,rotate,9
46875,37193,rotate,9
46939,36280,rotate,9
46555,27702,rotate,9
46187,21797,rotate,9
45803,25318,rotate,9
46299,31655,rotate,9
46923,37833,rotate,9
47003,36808,rotate,9
46635,30263,rotate,9
46427,23109,rotate,9
46283,24758,rotate,9
46603,35368,rotate,9
47067,36504,rotate,9
46635,33752,rotate,9
46907,24149,rotate,9
46491,22133,rotate,9
46251,26022,rotate,9
46123,36136,rotate,9
46827,37465,rotate,9
46891,34584,rotate,9
46347,27494,rotate,9
46411,22037,rotate,9
46603,23925,rotate,9
46043,32055,rotate,9
46347,38137,rotate,9
47131,37769,rotate,9
46843,30055,rotate,9
46123,22981,rotate,9
45835,24229,rotate,9
46427,30471,rotate,9
46683,36504,rotate,9
46459,36264,rotate,9
47003,31527,rotate,9
46683,24582,rotate,9
46651,23381,rotate,9
46011,26422,rotate,9
46539,35640,rotate,9
46635,38553,rotate,9
46923,36552,rotate,9
46283,24149,rotate,9
45915,22869,rotate,9
45979,26534,rotate,9
46635,34568,rotate,9
46379,35624,rotate,9
47147,35272,rotate,9
47115,27782,rotate,9
46683,22037,rotate,9
46363,23989,rotate,9
46155,31111,rotate,9
46731,36792,rotate,9
47003,37113,rotate,9
46667,31495,rotate,9
46763,23509,rotate,9
46379,23989,rotate,9
46299,27302,rotate,9
46683,35592,rotate,9
47019,37449,rotate,9
47147,35608,rotate,9
46507,25686,rotate,9
46283,22245,rotate,9
46043,33464,rotate,9
46955,38377,rotate,9
46811,35160,rotate,9
46795,22981,rotate,9
46507,22821,rotate,9
46107,26678,rotate,9
46427,31031,rotate,9
46859,35992,rotate,9
46955,37609,rotate,9
47051,31367,rotate,9
46235,22245,rotate,9
46235,24101,rotate,9
46635,29799,rotate,9
46411,36600,rotate,9
46891,37145,rotate,9
47211,34952,rotate,9
46539,23941,rotate,9
46011,21829,rotate,9
46395,26006,rotate,9
46219,35640,rotate,9
46859,36440,rotate,9
47003,35768,rotate,9
46603,26630,rotate,9
46091,22565,rotate,9
46315,25062,rotate,9
46651,31479,rotate,9
46507,36248,rotate,9
46827,36969,rotate,9
46603,30231,rotate,9
46539,21605,rotate,9
45963,24774,rotate,9
46187,31031,rotate,9
46235,35048,rotate,9
46859,37833,rotate,9
46523,34616,rotate,9
46763,23333,rotate,9
46603,22245,rotate,9
45723,25686,rotate,9
46587,34968,rotate,9
46539,38441,rotate,9
47179,36840,rotate,9
46763,23941,rotate,9
46523,20757,rotate,9
45851,28743,rotate,9
46523,29591,rotate,9
46347,38489,rotate,9
46923,36921,rotate,9
46603,31671,rotate,9
46795,22917,rotate,9
46443,31767,rotate,9
46443,34184,rotate,9
46923,37945,rotate,9
47211,31639,rotate,9
46347,23701,rotate,9
46283,24229,rotate,9
46283,30615,rotate,9
46155,35816,rotate,9
46523,32359,rotate,9
46987,36152,rotate,9
46875,26406,rotate,9
46379,24662,rotate,9
46283,26390,rotate,9
46043,32215,rotate,9
46539,39737,rotate,9
47163,38313,rotate,9
46603,29415,rotate,9
45787,21973,rotate,10
46651,38169,rotate,10
46795,33592,rotate,10
46395,23317,rotate,10
45851,20693,rotate,10
45499,25638,rotate,10
46363,36744,rotate,10
46475,37945,rotate,10
46651,35096,rotate,10
46411,24934,rotate,10
45931,21301,rotate,10
45723,24101,rotate,10
45771,31591,rotate,10
46395,39065,rotate,10
46779,35976,rotate,10
46619,28646,rotate,10
46091,22661,rotate,10
45739,22821,rotate,10
45867,29207,rotate,10
46315,37033,rotate,10
46603,38233,rotate,10
46795,34200,rotate,10
46171,22837,rotate,10
45851,20629,rotate,10
45595,26214,rotate,10
46251,36312,rotate,10
46571,37801,rotate,10
46747,34776,rotate,10
46427,25366,rotate,10
45883,22069,rotate,10
46747,34088,rotate,10
46187,23605,rotate,10
45707,21845,rotate,10
45643,25318,rotate,10
46235,36744,rotate,10
46587,37993,rotate,10
46795,34536,rotate,10
46475,25494,rotate,10
45899,21637,rotate,10
45739,24213,rotate,10
45803,32055,rotate,10
46507,39353,rotate,10
46859,36873,rotate,10
46763,29239,rotate,10
46011,22037,rotate,10
45851,24245,rotate,10
45851,30359,rotate,10
46331,36616,rotate,10
46571,36584,rotate,10
46635,32872,rotate,10
46363,23541,rotate,10
45819,21045,rotate,10
45723,25942,rotate,10
46091,36536,rotate,10
46651,38409,rotate,10
46971,34824,rotate,10
46379,24373,rotate,10
45819,22549,rotate,10
45707,26294,rotate,10
46155,33976,rotate,10
46347,37721,rotate,10
46651,37241,rotate,10
46587,30039,rotate,10
45995,21445,rotate,10
45659,24389,rotate,10
46027,31655,rotate,10
46315,36824,rotate,10
46443,36696,rotate,10
46699,32295,rotate,10
46251,22773,rotate,10
45787,21653,rotate,10
45707,25046,rotate,10
46139,36488,rotate,10
46523,38121,rotate,10
46763,35368,rotate,10
46539,23957,rotate,10
45723,25606,rotate,10
46123,34344,rotate,10
46475,37849,rotate,10
46667,35880,rotate,10
46475,28502,rotate,10
46091,21061,rotate,10
45643,23189,rotate,10
45819,32295,rotate,10
46379,37769,rotate,10
46555,36424,rotate,10
46699,31143,rotate,10
46187,23461,rotate,10
45931,23461,rotate,10
45771,29095,rotate,10
46187,36696,rotate,10
46699,37481,rotate,10
46619,34504,rotate,10
46315,23381,rotate,10
45787,21317,rotate,10
45771,24774,rotate,10
46235,36312,rotate,10
46427,38553,rotate,10
46811,33848,rotate,10
46475,25254,rotate,10
46139,21717,rotate,10
45803,24565,rotate,10
45803,32247,rotate,10
46347,39273,rotate,10
46795,37449,rotate,10
46603,29271,rotate,10
46043,22373,rotate,10
45707,24790,rotate,10
45771,30215,rotate,10
46267,36568,rotate,10
46539,37129,rotate,10
46587,34056,rotate,10
46267,22949,rotate,10
45899,20661,rotate,10
45579,27142,rotate,10
46251,35784,rotate,10
46619,35416,rotate,10
46699,34760,rotate,10
46427,25686,rotate,10
46027,22581,rotate,10
45739,24293,rotate,10
45963,31783,rotate,10
46475,38793,rotate,10
46779,28262,rotate,10
46059,21461,rotate,10
45723,24021,rotate,10
45899,30407,rotate,10
46315,36360,rotate,10
46635,36376,rotate,10
46731,33208,rotate,10
46379,23973,rotate,10
45915,22101,rotate,10
45723,25526,rotate,10
46219,36632,rotate,10
46635,39081,rotate,10
46891,34872,rotate,10
46491,25142,rotate,10
45883,22181,rotate,10
45691,26486,rotate,10
46107,34744,rotate,10
46443,38265,rotate,10
46827,36744,rotate,10
46683,28470,rotate,10
46027,19908,rotate,10
45803,23445,rotate,10
45963,31591,rotate,10
46475,37641,rotate,10
46539,36264,rotate,10
46555,30503,rotate,10
46347,22549,rotate,10
45931,23173,rotate,10
45835,27110,rotate,10
46235,36889,rotate,10
46635,38857,rotate,10
46635,35256,rotate,10
46347,24053,rotate,10
45835,21717,rotate,10
45755,27414,rotate,10
46235,33832,rotate,10
46443,37097,rotate,10
46603,37465,rotate,10
46523,29079,rotate,10
46091,20661,rotate,10
45931,23333,rotate,10
45547,31879,rotate,10
46379,37785,rotate,10
46779,34392,rotate,10
46651,30023,rotate,10
46363,23125,rotate,10
45787,26406,rotate,10
46187,36584,rotate,10
46587,37289,rotate,10
46779,34440,rotate,10
46251,23541,rotate,10
45883,21765,rotate,10
45707,26774,rotate,10
46251,35208,rotate,10
46491,37001,rotate,10
46699,34616,rotate,10
46459,27046,rotate,10
46091,21541,rotate,10
45787,24437,rotate,10
45963,30919,rotate,10
46507,38697,rotate,10
46731,36616,rotate,10
46747,28695,rotate,10
46219,21013,rotate,10
45803,24870,rotate,10
